id,domain,company_name,website,phone,email,contact_type,city,state,states_served_count,nationwide,description,min_loan_amount,max_loan_amount,max_ltv,max_arv,min_interest_rate,max_interest_rate,min_points,max_points,min_term_months,max_term_months,interest_only,nmls_id,aapl_member,year_founded,credit_check_policy,min_credit_score,no_credit_check,source,states_served,loan_products,display_loan_range,display_max_ltv,display_max_arv,display_interest_rate,display_points,display_term
4,ablfunding.com,Asset Based Lending,https://ablfunding.com,(201) 942-9089,,phone_only,Jersey City,NJ,43,False,"Asset Based Lending provides direct private real estate financing for residential investment transactions, including fix and flip, rental, bridge, and new construction loans.",75000,50000000,0.925,0.75,0.06,0.11,0.0,2.0,12,24,,2449622,,,hard_pull,660,False,brave_search,AL|AR|AZ|CA|CO|CT|DC|DE|FL|GA|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|NC|NE|NH|NJ|NM|NY|OH|OK|OR|PA|RI|SC|TN|TX|VA|WA|WI|WV|WY,bridge|brrrr|construction|dscr|fix_flip,$75K – $50M,92%,75%,6% – 11%,0 – 2 pts,12 – 24 mo
176,associateshomeloan.com,"Associates Home Loan of Florida, Inc.",https://associateshomeloan.com,(813) 993-0610,,phone_only,Tampa,FL,1,False,"Private mortgage lenders specializing in hard money loans, private lending, and refinance options in Florida.",15000,3000000,0.7,,,,,,,,,380601,,2006,none,,True,brave_search,FL,bridge|refi,$15K – $3M,70%,,,,
222,avatarfinancial.com,Avatar Financial Group LLC,https://avatarfinancial.com,(206) 728-5900,info@avatarfinancial.com,phone_email,Seattle,WA,51,True,"Avatar Financial Group is a commercial bridge lender offering flexible solutions for nonconforming, income-producing real estate.",1000000,100000000,0.7,,0.095,0.115,1.0,1.0,6,36,True,,,2003,hard_pull,650,False,brave_search,AK|AL|AR|AZ|CA|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OK|OR|PA|RI|SC|SD|TN|TX|UT|VA|VT|WA|WI|WV|WY,bridge,$1M – $100M,70%,,10% – 12%,1 pts,6 – 36 mo
223,belending.com,B.E. Lending,https://belending.com,(480) 706-0260,,phone_only,Phoenix,AZ,1,False,"B.E. Lending offers private money loans for real estate investors, focusing on quick funding and a variety of loan products including fix and flip, BRRRR, and construction loans.",,,0.8,0.7,,,,,,,,#1359227,,,none,,True,brave_search,AZ,bridge|brrrr|construction|fix_flip|multifamily|refi|rental,,80%,70%,,,
78,bakercollins.com,Baker Collins & Co.,https://bakercollins.com,(866) 781-9235,loans@bakercollins.com,phone_email,Atlanta,GA,51,True,Baker Collins & Co. is a real estate private money lending group specializing in funding real estate projects for investors.,100000,2500000,0.75,,0.0375,,,,6,12,True,,,2015,,,False,brave_search,AK|AL|AR|AZ|CA|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OK|OR|PA|RI|SC|SD|TN|TX|UT|VA|VT|WA|WI|WV|WY,construction|fix_flip|multifamily|rental,$100K – $2.5M,75%,,4%,,6 – 12 mo
260,baselane.com,Baselane,https://baselane.com,(888) 586-1618,,phone_only,New York,NY,51,True,"Baselane offers easy funding for rental properties, including DSCR, fix-and-flip, and HELOC loans tailored to real estate investors.",100000,5000000,0.9,0.8,,,,,12,24,True,,,,,,False,brave_search,AK|AL|AR|AZ|CA|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OK|OR|PA|RI|SC|SD|TN|TX|UT|VA|VT|WA|WI|WV|WY,bridge|dscr|fix_flip,$100K – $5M,90%,80%,,,12 – 24 mo
192,battleborncap.com,Battle Born Capital LLC,https://battleborncap.com,(702) 912-0118,aguinn@battleborncap.com,phone_email,Las Vegas,NV,1,False,"Battle Born Capital is a premier hard money lender based in Nevada, specializing in trust deed investments and providing private real estate loans.",,,,,,,,,,,,,,,,,False,brave_search,NV,,,,,,,
348,beaufort.mortgage,Beaufort Lending,https://beaufort.mortgage,(843) 524-2404,,phone_only,Port Royal,SC,1,False,"Beaufort Lending offers a variety of mortgage products including DSCR, fix and flip, and VA construction loans, specializing in investment properties and home loans in South Carolina.",100000,5000000,0.85,,,,,,,,True,1703543,,1997,hard_pull,600,False,brave_search,SC,construction|dscr|fix_flip,$100K – $5M,85%,,,,
120,makeabeeline.com,Beeline Loans,https://makeabeeline.com,(888) 810-5760,info@makeabeeline.com,phone_email,Providence,RI,29,False,"Beeline Loans offers a variety of mortgage products including DSCR loans, cash out refinancing, and loans for short-term rentals.",,,,,,,,,,,,1799947,,,hard_pull,600,False,brave_search,AL|AR|AZ|CA|CO|CT|DC|DE|FL|GA|IA|IL|IN|KS|KY|LA|MD|MI|MS|NC|OH|OK|PA|RI|SC|TN|TX|VA|WI,cash_out|dscr,,,,,,
349,belcanto-capital.com,"Belcanto Capital, LLC",https://belcanto-capital.com,(513) 879-5945,,phone_only,Cincinnati,OH,8,False,"Belcanto Capital offers fast and low-cost private hard money lender solutions for real estate investors, focusing on various loan products including DSCR and BRRRR loans.",75000,3000000,0.8,,0.065,,,,60,360,True,,,,hard_pull,660,False,brave_search,FL|GA|IN|KY|NC|OH|TN|TX,bridge|brrrr|construction|dscr|fix_flip|multifamily|refi|rental,$75K – $3M,80%,,6%,,60 – 360 mo
350,bendmortgagebrokers.com,Bend Mortgage Brokers,https://bendmortgagebrokers.com,(541) 972-8616,info@bendmortgagebrokers.com,phone_email,Bend,OR,3,False,"Bend Mortgage Brokers offers a variety of mortgage loan programs including VA, FHA, USDA, and DSCR loans, serving clients in Oregon, Washington, and Colorado.",,,,,,,,,,,,2552455,,,hard_pull,580,False,brave_search,CO|OR|WA,dscr|fix_flip|refi,,,,,,
193,bcpmortgage.com,Bennett Capital Partners,https://bcpmortgage.com,(800) 457-9057,,phone_only,Miami,FL,1,False,"Bennett Capital Partners is a mortgage broker in Miami specializing in real estate financing for both residential and commercial properties, offering a range of loan programs including hard money and DSCR loans.",,,,,0.09,0.12,,,,,,2046862,,,hard_pull,620,False,brave_search,FL,bridge|commercial|construction|dscr|multifamily,,,,9% – 12%,,
91,benworthcapital.com,Benworth Capital,https://benworthcapital.com,(305) 444-9730,info@benworthcapital.com,phone_email,Coral Gables,FL,1,False,"Benworth Capital is a hard money lender providing private loans for residential, commercial, and construction projects in Florida.",50000,25000000,0.8,,,,,,24,24,True,2234263,,2008,none,,True,brave_search,FL,construction|fix_flip|refi,$50K – $25M,80%,,,,24 mo
261,bestlendingco.com,Best Lending Co,https://bestlendingco.com,,,web_only,San Diego,CA,1,False,"Best Lending Co is a direct private lender, focused on providing a Better Borrowing Experience.",,,0.9,,0.095,0.0999,,,,,,,,,hard_pull,660,False,brave_search,CA,construction|dscr|fix_flip,,90%,,10% – 10%,,
244,north-dakota.bizloanfast.com,BizLoanFast,https://north-dakota.bizloanfast.com,,,web_only,,ND,1,False,"BizLoanFast helps small businesses in North Dakota obtain funding for growth, equipment, staffing, and other business needs with fast, hassle-free loans.",1000,1000000,,,,,,,,,,,,,none,,True,brave_search,ND,bridge|brrrr|cash_out|commercial|construction|dscr|fix_flip|refi|rental,$1K – $1M,,,,,
351,blackdiamondmortgage.com,Black Diamond Mortgage Corporation,https://blackdiamondmortgage.com,(406) 862-4999,zach@blackdiamondmortgage.com,phone_email,Whitefish,MT,1,False,"Black Diamond Mortgage specializes in Montana home financing, offering personalized mortgage solutions for purchases, refinances, and investment properties.",,,,,,,,,,,,209137,,,,,False,brave_search,MT,cash_out|refi,,,,,,
353,blue-inc.com,Blue-inc. Capital,https://blue-inc.com,(541) 434-1818,,phone_only,Eugene,OR,1,False,"Blue-inc. Capital is a private money lender based in Oregon, offering tailored financing solutions for a wide range of real estate properties.",,,0.65,,,,,,,,,196864,,,,,False,brave_search,OR,construction|fix_flip,,65%,,,,
354,blueberryfunding.com,Blueberry Funding,https://blueberryfunding.com,(907) 302-3434,,phone_only,,AK,1,False,"Blueberry Funding is a private lender specializing in hard money loans for real estate investors in Alaska, offering quick and reliable financing for various investment projects.",50000,500000,0.75,,0.09,0.14,2.0,4.0,6,18,True,,,,,,False,brave_search,AK,bridge|construction|fix_flip,$50K – $500K,75%,,9% – 14%,2 – 4 pts,6 – 18 mo
225,bluecaycapital.com,BlueCay Capital LLC,https://bluecaycapital.com,(203) 253-8835,info@bluecaycapital.com,phone_email,Fairfield,CT,12,False,BlueCay Capital LLC is a real estate finance firm specializing in directly originating bridge loans collateralized by commercial real estate.,,,,,,,,,,,,,,2015,,,False,brave_search,CT|DE|MA|MD|ME|NH|NJ|NY|PA|RI|VA|VT,bridge|commercial,,,,,,
264,boathousecfg.com,Boathouse Commercial Funding Group,https://boathousecfg.com,(269) 459-2530,info@boathousecfg.com,phone_email,Kalamazoo,MI,1,False,"Boathouse Commercial Funding Group offers a variety of financing solutions including hard money loans, DSCR loans, and commercial real estate loans tailored for real estate investors and business owners.",,,,,,,,,,,,,,,none,,True,brave_search,MI,commercial|dscr|fix_flip|multifamily|rental,,,,,,
130,bostontrustcorp.com,Boston Trust Corp,https://bostontrustcorp.com,(617) 752-7000,ngrover@bostontrustcorp.com,phone_email,Boston,MA,1,False,"Boston Trust is a direct private lender of hard money loans dedicated to meeting the demands of time-sensitive transactions by financing investments for residential and commercial property, land, and construction projects in Massachusetts.",,,,,,,,,,,,,,,none,,True,brave_search,MA,bridge|construction,,,,,,
117,bradloans.com,Brad Loans,https://bradloans.com,(602) 999-9499,brad@bradloans.com,phone_email,Scottsdale,AZ,1,False,"Brad Loans is Arizona’s most trusted direct hard money lender, specializing in hard money loans for real estate purchases, refinancing, and investment properties.",,,1.0,,0.0899,0.1499,0.0,6.0,,12,True,195785,,2014,none,,True,brave_search,AZ,bridge|fix_flip|refi|rental,,100%,,9% – 15%,0 – 6 pts,12 mo
102,breakwatercommercialcapital.com,Breakwater Commercial Capital,https://breakwatercommercialcapital.com,(844) 488-8939,info@breakwatercommercialcapital.com,phone_email,Boston,MA,2,False,Breakwater Commercial Capital provides hard money loans for residential and commercial projects with fast approval and flexible terms.,100000,20000000,0.75,,0.0999,,,,9,24,True,,,,none,,True,brave_search,MA|ME,bridge|fix_flip|ground_up,$100K – $20M,75%,,10%,,9 – 24 mo
355,breclawlenders.com,Breclaw Capital,https://breclawlenders.com,(708) 680-2090,al@breclawlenders.com,phone_email,Chicago,IL,1,False,"Breclaw Capital is a private money lender specializing in hard money loans, fix and flip loans, cash out refinancing, and multifamily property loans.",,,0.9,0.65,,,,,,,,,,,none,,True,brave_search,IL,cash_out|fix_flip|multifamily,,90%,65%,,,
